"Last_Name","Name","Pos","Team","Num","feet","inches","Weight","DOB","Pos_r","Cm","Kg","Dob","Age","Cm_j"
"Johnson"," Jaylon","DB","CHI",33,6,0,196,"4/19/99","DB-CB-S",182.88,89.09,1999-04-19,24.3,184.3
"Johnson"," Jermaine","DE","NYJ",11,6,5,262,"1/7/99","DL-DE",195.58,119.09,1999-01-07,24.6,192.79
"Johnson"," Josh","QB","BAL",17,6,2,201,"5/15/86","QB",187.96,91.36,1986-05-15,37.3,187.45
"Johnson"," Juwan","TE","NO",83,6,4,231,"9/13/96","WR-TE",193.04,105,1996-09-13,26.9,196.04
"Johnson"," KeeSean","WR","BUF",81,6,1,201,"10/9/96","WR-TE",185.42,91.36,1996-10-09,26.8,188.27
"Johnson"," Kyron","LB","PHI",58,6,0,235,"7/24/98","LB",182.88,106.82,1998-07-24,25.1,183.29
"Johnson"," Lane","OT","PHI",65,6,6,325,"5/8/90","OL-G-C",198.12,147.73,1990-05-08,33.3,199.44
"Johnson"," Nazeeh","S","KC",13,5,10,199,"7/17/98","DB-CB-S",177.8,90.45,1998-07-17,25.1,176.89
"Johnson"," Patrick","LB","PHI",48,6,2,248,"1/10/98","LB",187.96,112.73,1998-01-10,25.6,188.3
"Johnson"," Quindell","S","LAR",39,6,0,206,"11/5/99","DB-CB-S",182.88,93.64,1999-11-05,23.8,183.47
"Johnson"," Roderick","OT","PHI",66,6,6,300,"11/28/95","OL-G-C",198.12,136.36,1995-11-28,27.7,197.44
"Johnson"," Roschon","RB","CHI",30,6,0,225,"1/31/01","RB-FB",182.88,102.27,2001-01-31,22.5,181.59
"Johnson"," Taron","CB","BUF",7,5,11,192,"7/27/96","DB-CB-S",180.34,87.27,1996-07-27,27,182.4
"Johnson"," Tyler","WR","LAR",14,6,1,206,"8/25/98","WR-TE",185.42,93.64,1998-08-25,25,187.29
"Johnson"," Tyron","WR","DAL",NA,6,1,193,"1/8/96","WR-TE",185.42,87.73,1996-01-08,27.6,183.8
"Johnson"," Zack","OL","TEN",68,6,6,315,"1/19/97","OL-G-C",198.12,143.18,1997-01-19,26.6,196.9
"Johnson"," Zion","G","LAC",77,6,3,316,"11/18/99","OL-G-C",190.5,143.64,1999-11-18,23.7,189.03
"Johnson III"," Cephus","WR","MIN",85,6,5,220,"9/21/99","WR-TE",195.58,100,1999-09-21,23.9,194.04
"Johnson III"," Johnny","WR","HOU",88,6,1,199,"5/4/99","WR-TE",185.42,90.45,1999-05-04,24.3,188.45
"Johnson III"," Raymond","DE","CIN",56,6,3,264,"10/21/98","DL-DE",190.5,120,1998-10-21,24.8,189.02
"Johnson Jr."," Anthony","S","GB",36,6,0,205,"12/2/99","DB-CB-S",182.88,93.18,1999-12-02,23.7,181.86
"Johnson Jr."," Lonnie","CB","NO",28,6,2,213,"11/4/95","DB-CB-S",187.96,96.82,1995-11-04,27.8,187.45
"Johnson Jr."," Paris","OL","ARI",70,6,6,313,"7/3/01","OL-G-C",198.12,142.27,2001-07-03,22.1,198.05
"Johnston"," Cameron","P","HOU",11,5,11,194,"2/24/92","S.TEAMS",180.34,88.18,1992-02-24,31.5,180.68
"Johnston"," Quentin","WR","LAC",1,6,4,215,"9/6/01","WR-TE",193.04,97.73,2001-09-06,21.9,191.88
"Jolly"," Shaun","DB","LAR",22,5,9,180,"10/17/98","DB-CB-S",175.26,81.82,1998-10-17,24.8,173.93
"Jonathan"," Kingsley","DE","BUF",59,6,4,260,"4/28/98","DL-DE",193.04,118.18,1998-04-28,25.3,193.98
"Jones"," Aaron","RB","GB",33,5,9,208,"12/2/94","RB-FB",175.26,94.55,1994-12-02,28.7,176.7
"Jones"," Benito","DL","DET",94,6,1,329,"11/27/97","DL-DE",185.42,149.55,1997-11-27,25.7,185.8
"Jones"," Brandon","S","MIA",29,6,1,191,"4/2/98","DB-CB-S",185.42,86.82,1998-04-02,25.4,184.79
"Jones"," Braxton","OL","CHI",70,6,5,310,"3/27/99","OL-G-C",195.58,140.91,1999-03-27,24.4,196.28
"Jones"," Broderick","OT","PIT",77,6,5,311,"5/16/01","OL-G-C",195.58,141.36,2001-05-16,22.2,195.95
"Jones"," Caleb","OT","GB",72,6,9,370,"2/10/99","OL-G-C",205.74,168.18,1999-02-10,24.5,205.23
"Jones"," Cam","LB","KC",44,6,1,227,"10/21/99","LB",185.42,103.18,1999-10-21,23.8,185
"Jones"," Chandler","DE","LV",55,6,5,260,"2/27/90","DL-DE",195.58,118.18,1990-02-27,33.5,194.89
"Jones"," Charlie","WR","CIN",15,6,0,188,"10/29/98","WR-TE",182.88,85.45,1998-10-29,24.8,180.18
"Jones"," Chris","DT","KC",95,6,6,310,"7/3/94",NA,198.12,140.91,1994-07-03,29.1,197.51
"Jones"," D.J.","DT","DEN",93,6,0,305,"1/19/95",NA,182.88,138.64,1995-01-19,28.6,180.12
"Jones"," Daniel","QB","NYG",8,6,5,230,"5/27/97","QB",195.58,104.55,1997-05-27,26.2,195.76
"Jones"," D'Anthony","DL","CHI",63,6,0,276,"4/2/99","DL-DE",182.88,125.45,1999-04-02,24.4,183.14
"Jones"," DaQuan","DT","BUF",92,6,4,320,"12/27/91",NA,193.04,145.45,1991-12-27,31.6,190.44
"Jones"," Dawand","OT","CLE",74,6,8,375,"8/6/01","OL-G-C",203.2,170.45,2001-08-06,22,204.26
"Jones"," Deion","LB","CAR",NA,6,1,222,"11/4/94","LB",185.42,100.91,1994-11-04,28.8,182.05
"Jones"," Dre'Mont","DE","SEA",55,6,3,281,"1/5/97","DL-DE",190.5,127.73,1997-01-05,26.6,188.11
"Jones"," Ernest","LB","LAR",53,6,2,230,"11/22/99","LB",187.96,104.55,1999-11-22,23.7,190.12
"Jones"," Jack","DB","NE",13,5,11,175,"12/20/97","DB-CB-S",180.34,79.55,1997-12-20,25.6,181.5
"Jones"," Jaylon","DB","CHI",31,5,11,190,"10/14/97","DB-CB-S",180.34,86.36,1997-10-14,25.8,179.32
"Jones"," Jaylon","CB","IND",40,6,2,205,"4/3/02","DB-CB-S",187.96,93.18,2002-04-03,21.4,191.48
"Jones"," Jonathan","DB","NE",31,5,10,190,"9/20/93","DB-CB-S",177.8,86.36,1993-09-20,29.9,179.24
"Jones"," Jordan","CB","LAR",38,5,10,186,"10/23/99","DB-CB-S",177.8,84.55,1999-10-23,23.8,175.75
"Jones"," Josh","OL","ARI",79,6,7,310,"6/22/97","OL-G-C",200.66,140.91,1997-06-22,26.1,198.91
"Jones"," Justin","DL","CHI",93,6,3,309,"8/28/96","DL-DE",190.5,140.45,1996-08-28,27,192.71
"Jones"," Keandre","LB","CIN",47,6,3,220,"9/24/97","LB",190.5,100,1997-09-24,25.9,192.04
"Jones"," Kobe","DE","CAR",91,6,4,260,"5/10/98","DL-DE",193.04,118.18,1998-05-10,25.3,194.67
"Jones"," Mac","QB","NE",10,6,3,214,"9/5/98","QB",190.5,97.27,1998-09-05,24.9,191.63
"Jones"," Manny","DE","PIT",72,6,4,290,"6/6/99","DL-DE",193.04,131.82,1999-06-06,24.2,194.04
"Jones"," Marcus","DB","NE",25,5,8,175,"10/22/98","DB-CB-S",172.72,79.55,1998-10-22,24.8,172.85
"Jones"," Mikel","LB","LAC",49,5,11,226,"10/11/00","LB",180.34,102.73,2000-10-11,22.8,181.9
"Jones"," Naquan","DT","TEN",90,6,3,313,"2/5/98",NA,190.5,142.27,1998-02-05,25.5,190.76
"Jones"," Nic","DB","KC",31,6,0,189,"10/15/01","DB-CB-S",182.88,85.91,2001-10-15,21.8,184.35
"Jones"," Robert","OL","MIA",65,6,4,334,"1/28/99","OL-G-C",193.04,151.82,1999-01-28,24.5,194.22
"Jones"," Ronald","RB","DAL",32,5,11,208,"8/3/97","RB-FB",180.34,94.55,1997-08-03,26,177.88
"Jones"," Ryan","TE","NYG",49,6,3,247,NA,"WR-TE",190.5,112.27,NA,NA,190.89
"Jones"," Tim","WR","JAC",15,6,1,200,"5/15/98","WR-TE",185.42,90.91,1998-05-15,25.2,184.14
"Jones"," Travis","DT","BAL",98,6,4,334,"10/15/99",NA,193.04,151.82,1999-10-15,23.8,195.48
"Jones"," Truman","DE","KC",57,6,3,250,NA,"DL-DE",190.5,113.64,NA,NA,192.18
"Jones"," Tyreque","S","TEN",30,6,2,195,"1/4/99","DB-CB-S",187.96,88.64,1999-01-04,24.6,188.84
"Jones"," Vi","LB","SEA",50,6,2,225,"5/5/98","LB",187.96,102.27,1998-05-05,25.3,185.17
"Jones"," Zay","WR","JAC",7,6,2,200,"3/30/95","WR-TE",187.96,90.91,1995-03-30,28.4,187.21
"Jones II"," Patrick","LB","MIN",91,6,4,264,"9/29/98","LB",193.04,120,1998-09-29,24.9,194.56
"Jones IV"," Sidney","CB","CIN",24,6,0,181,"5/21/96","DB-CB-S",182.88,82.27,1996-05-21,27.2,182.16
"Jones Jr."," Andre","DE","WAS",48,6,5,258,"10/25/98","DL-DE",195.58,117.27,1998-10-25,24.8,195.22
"Jones Jr."," Marvin","WR","DET",0,6,2,198,"3/12/90","WR-TE",187.96,90,1990-03-12,33.4,186.82
"Jones Jr."," Mike","LB","ATL",45,6,1,230,"12/19/98","LB",185.42,104.55,1998-12-19,24.6,186.67
"Jones Jr."," Steven","CB","TEN",36,5,10,188,"2/1/99","DB-CB-S",177.8,85.45,1999-02-01,24.5,179.78
"Jones Jr."," Tony","RB","DEN",26,5,11,224,"11/24/97","RB-FB",180.34,101.82,1997-11-24,25.7,180.48
"Jones Jr."," Velus","WR","CHI",12,6,0,200,"5/11/97","WR-TE",182.88,90.91,1997-05-11,26.3,182.58
"Jones-Smith"," Jaryd","OT","WAS",60,6,7,320,"9/3/95","OL-G-C",200.66,145.45,1995-09-03,27.9,198.19
"Jordan"," Brevin","TE","HOU",9,6,3,245,"7/16/00","WR-TE",190.5,111.36,2000-07-16,23.1,192.45
"Jordan"," Cameron","DE","NO",94,6,4,287,"7/10/89","DL-DE",193.04,130.45,1989-07-10,34.1,191.76
"Jordan"," Michael","G","CAR",73,6,6,315,"1/25/98","OL-G-C",198.12,143.18,1998-01-25,25.5,199.81
"Joseph"," Brandon","S","DET",40,6,0,202,"2/5/01","DB-CB-S",182.88,91.82,2001-02-05,22.5,184.02
"Joseph"," Greg","K","MIN",1,6,0,206,"8/4/94","S.TEAMS",182.88,93.64,1994-08-04,29,182.93
"Joseph"," Kelvin","CB","DAL",1,6,1,192,"11/11/99","DB-CB-S",185.42,87.27,1999-11-11,23.8,185.26
"Joseph"," Kerby","S","DET",31,6,1,200,"11/14/00","DB-CB-S",185.42,90.91,2000-11-14,22.7,184.96
"Joseph-Day"," Sebastian","DL","LAC",51,6,4,310,"3/21/95","DL-DE",193.04,140.91,1995-03-21,28.4,193.67
"Judon"," Matthew","LB","NE",9,6,3,261,"8/15/92","LB",190.5,118.64,1992-08-15,31,188.61
"Junior"," Gregory","CB","JAC",34,6,0,190,"6/21/99","DB-CB-S",182.88,86.36,1999-06-21,24.1,182.94
"Jurgens"," Cam","C","PHI",51,6,3,303,"8/21/99","OL-G-C",190.5,137.73,1999-08-21,24,193.7
"Juszczyk"," Kyle","FB","SF",44,6,2,235,"4/23/91","RB-FB",187.96,106.82,1991-04-23,32.3,185.21
"Kaindoh"," Joshua","DE","KC",59,6,6,260,"12/27/98","DL-DE",198.12,118.18,1998-12-27,24.6,197.47
"Kalinic"," Nikola","TE","LAR",NA,6,4,245,"1/21/97","WR-TE",193.04,111.36,1997-01-21,26.6,192.04
"Kamara"," Alvin","RB","NO",41,5,10,215,"7/25/95","RB-FB",177.8,97.73,1995-07-25,28.1,176.97
"Kamara"," Sam","DE","CLE",92,6,0,272,"12/21/97","DL-DE",182.88,123.64,1997-12-21,25.6,181.62
"Kampmoyer"," Hunter","TE","LAC",87,6,4,243,"2/6/98","WR-TE",193.04,110.45,1998-02-06,25.5,192.08
"Kancey"," Calijah","DL","TB",94,6,1,281,"3/1/01","DL-DE",185.42,127.73,2001-03-01,22.4,188
"Kapp"," Jerome","WR","NYJ",31,6,3,210,"4/7/99","WR-TE",190.5,95.45,1999-04-07,24.4,187.5
"Kareem"," Khalid","DE","IND",55,6,4,268,"4/28/98","DL-DE",193.04,121.82,1998-04-28,25.3,190.91
"Karlaftis"," George","DE","KC",56,6,4,263,"4/3/01","DL-DE",193.04,119.55,2001-04-03,22.4,187.66
"Karras"," Ted","C","CIN",64,6,4,310,"3/15/93","OL-G-C",193.04,140.91,1993-03-15,30.4,193.04
"Kazee"," Damontae","S","PIT",23,5,11,174,"6/5/93","DB-CB-S",180.34,79.09,1993-06-05,30.2,179.02
"Kearse"," Jayron","S","DAL",27,6,4,215,"2/11/94","DB-CB-S",193.04,97.73,1994-02-11,29.5,196.13
"Keene"," Dalton","TE","HOU",NA,6,4,275,"4/14/99","WR-TE",193.04,125,1999-04-14,24.3,191.99
"Keenum"," Case","QB","HOU",18,6,1,206,"2/17/88","QB",185.42,93.64,1988-02-17,35.5,185.93
"Kelce"," Jason","C","PHI",62,6,3,295,"11/5/87","OL-G-C",190.5,134.09,1987-11-05,35.8,189.56
"Kelce"," Travis","TE","KC",87,6,5,250,"10/5/89","WR-TE",195.58,113.64,1989-10-05,33.9,197.53
"Kelley"," Joshua","RB","LAC",25,5,11,212,"11/20/97","RB-FB",180.34,96.36,1997-11-20,25.7,179.31
"Kelly"," Dennis","OT","PHI",NA,6,8,321,"1/16/90","OL-G-C",203.2,145.91,1990-01-16,33.6,205.04
"Kelly"," Derrick","OT","CLE",NA,6,5,320,"8/23/95","OL-G-C",195.58,145.45,1995-08-23,28,196.66
"Kelly"," Kyu Blu","CB","BAL",17,6,0,192,"5/22/01","DB-CB-S",182.88,87.27,2001-05-22,22.2,184.02
"Kelly"," Ryan","C","IND",78,6,4,307,"5/30/93","OL-G-C",193.04,139.55,1993-05-30,30.2,194.06
"Kelly Jr."," John","RB","CLE",41,5,10,208,"10/4/96","RB-FB",177.8,94.55,1996-10-04,26.9,177.23
"Kemp"," Carlo","LB","LAC",54,6,3,281,"1/1/98","LB",190.5,127.73,1998-01-01,25.6,193.04
"Kemp"," Marcus","WR","WAS",19,6,4,210,"8/14/95","WR-TE",193.04,95.45,1995-08-14,28,193.94
"Kendall"," Anthony","CB","TEN",40,5,10,177,NA,"DB-CB-S",177.8,80.45,NA,NA,177.84
"Kendrick"," Derion","CB","LAR",1,6,0,190,"8/24/00","DB-CB-S",182.88,86.36,2000-08-24,23,185.07
"Kendricks"," Eric","LB","LAC",6,6,0,232,"2/29/92","LB",182.88,105.45,1992-02-29,31.5,184.63
"Kennedy"," Tom","WR","DET",85,5,10,194,"7/29/96","WR-TE",177.8,88.18,1996-07-29,27,176.81
"Key"," Arden","LB","TEN",49,6,5,240,"5/3/96","LB",195.58,109.09,1996-05-03,27.3,195.7
"Key"," Devon","DB","DEN",38,6,0,208,"10/28/97","DB-CB-S",182.88,94.55,1997-10-28,25.8,183.51
"Keyes"," BoPete","CB","CLE",30,6,1,202,"11/9/97","DB-CB-S",185.42,91.82,1997-11-09,25.8,184.37
"Kidd"," Lewis","OL","NO",66,6,6,311,"9/15/97","OL-G-C",198.12,141.36,1997-09-15,25.9,198.41
"Kieft"," Ko","TE","TB",41,6,5,265,"1/20/98","WR-TE",195.58,120.45,1998-01-20,25.6,195.43
"Killebrew"," Miles","S","PIT",28,6,2,222,"5/10/93","DB-CB-S",187.96,100.91,1993-05-10,30.3,186.05
"Kincaid"," Dalton","TE","BUF",86,6,4,240,"10/18/99","WR-TE",193.04,109.09,1999-10-18,23.8,193.82
"King II"," Desmond","CB","HOU",0,5,10,200,"12/14/94","DB-CB-S",177.8,90.91,1994-12-14,28.7,174.75
"Kinlaw"," Javon","DT","SF",99,6,5,319,"10/3/97",NA,195.58,145,1997-10-03,25.9,196.65
"Kinnard"," Darian","OT","KC",75,6,5,322,"12/29/99","OL-G-C",195.58,146.36,1999-12-29,23.6,194.8
"Kinsey"," Mason","WR","TEN",12,5,10,203,"8/29/98","WR-TE",177.8,92.27,1998-08-29,25,176.83
"Kirk"," Christian","WR","JAC",13,5,11,200,"11/18/96","WR-TE",180.34,90.91,1996-11-18,26.7,181.55
"Kirkland"," Jaxson","G","CIN",60,6,7,328,"7/30/98","OL-G-C",200.66,149.09,1998-07-30,25,201.35
"Kirklin"," Jontre","WR","NO",NA,6,0,184,"10/9/98","WR-TE",182.88,83.64,1998-10-09,24.8,182.94
"Kirksey"," Christian","LB","HOU",58,6,2,235,"8/31/92","LB",187.96,106.82,1992-08-31,31,188.98
"Kirkwood"," Keith","WR","NO",18,6,3,210,"12/26/94","WR-TE",190.5,95.45,1994-12-26,28.6,190.7
"Kittle"," George","TE","SF",85,6,4,250,"10/9/93","WR-TE",193.04,113.64,1993-10-09,29.8,192.51
"Klein"," A.J.","LB","BUF",52,6,1,240,"7/30/91","LB",185.42,109.09,1991-07-30,32,184.06
"Kmet"," Cole","TE","CHI",85,6,6,260,"3/10/99","WR-TE",198.12,118.18,1999-03-10,24.4,196.67
"Knight"," Qwuantrezz","CB","SF",43,6,0,199,"10/10/97","DB-CB-S",182.88,90.45,1997-10-10,25.8,184.92
"Knight"," Zonovan","RB","NYJ",27,5,10,209,"4/11/01","RB-FB",177.8,95,2001-04-11,22.3,179.14
"Knowles"," Malik","WR","MIN",81,6,2,196,"8/17/00","WR-TE",187.96,89.09,2000-08-17,23,185.74
"Knox"," Dawson","TE","BUF",88,6,4,254,"11/14/96","WR-TE",193.04,115.45,1996-11-14,26.7,192.26
"Koback"," Bryant","RB","SEA",40,6,0,210,"4/6/98","RB-FB",182.88,95.45,1998-04-06,25.4,186.1
"Kohou"," Kader","CB","MIA",4,5,10,195,"11/28/98","DB-CB-S",177.8,88.64,1998-11-28,24.7,178.62
"Kolar"," Charlie","TE","BAL",88,6,6,250,"2/10/99","WR-TE",198.12,113.64,1999-02-10,24.5,198.27
"Koo"," Younghoe","K","ATL",6,5,9,185,"8/3/94","S.TEAMS",175.26,84.09,1994-08-03,29,175.97
"Koonce"," Malcolm","DE","LV",51,6,2,250,"6/6/98","DL-DE",187.96,113.64,1998-06-06,25.2,188.03
"Kpassagnon"," Tanoh","DE","NO",92,6,7,289,"6/14/94","DL-DE",200.66,131.36,1994-06-14,29.2,201.48
"Kraemer"," Tommy","G","NO",NA,6,6,316,"4/16/98","OL-G-C",198.12,143.64,1998-04-16,25.3,197.14
"Kraft"," Tucker","TE","GB",85,6,5,259,"11/3/00","WR-TE",195.58,117.73,2000-11-03,22.8,196.04
"Kramer"," Doug","OL","CHI",68,6,2,300,"6/4/98","OL-G-C",187.96,136.36,1998-06-04,25.2,186.68
"Kreiter"," Casey","LS","NYG",59,6,1,250,"8/13/90","S.TEAMS",185.42,113.64,1990-08-13,33,182.47
"Kroft"," Tyler","TE","MIA",48,6,6,252,"10/15/92","WR-TE",198.12,114.55,1992-10-15,30.8,196.68
"Krull"," Lucas","TE","NO",87,6,6,260,"7/11/98","WR-TE",198.12,118.18,1998-07-11,25.1,197.46
"Kunaszyk"," Jordan","LB","CLE",51,6,3,235,"10/15/96","LB",190.5,106.82,1996-10-15,26.8,190.13
"Kuntz"," Christian","LS","PIT",46,6,1,228,"4/13/94","S.TEAMS",185.42,103.64,1994-04-13,29.3,186.52
"Kuntz"," Zack","TE","NYJ",81,6,8,251,"6/6/99","WR-TE",203.2,114.09,1999-06-06,24.2,206.27
"Kupp"," Cooper","WR","LAR",10,6,2,208,"6/15/93","WR-TE",187.96,94.55,1993-06-15,30.2,188.47
"Kwenkeu"," William","LB","MIN",47,6,1,235,"1/8/97","LB",185.42,106.82,1997-01-08,26.6,186.12
"Kwiatkoski"," Nick","LB","PIT",NA,6,2,242,"5/26/93","LB",187.96,110,1993-05-26,30.2,188.72
"Laborn"," Khalan","RB","SF",36,5,10,204,"6/1/99","RB-FB",177.8,92.73,1999-06-01,24.2,178.6
"Lacy"," Chris","WR","LV",14,6,3,205,"1/28/96","WR-TE",190.5,93.18,1996-01-28,27.5,190.62
"Lacy"," Tyler","DE","JAC",93,6,4,285,"11/10/99","DL-DE",193.04,129.55,1999-11-10,23.8,195.09
"Laing"," Brent","OL","NYJ",63,6,3,304,"6/3/99","OL-G-C",190.5,138.18,1999-06-03,24.2,190.27
"Laird"," Patrick","RB","TB",25,6,0,205,"8/17/95","RB-FB",182.88,93.18,1995-08-17,28,182.9
"Lake"," Quentin","S","LAR",37,6,1,201,"1/29/99","DB-CB-S",185.42,91.36,1999-01-29,24.5,184.49
"Lalos"," Niko","DE","NO",54,6,5,269,"6/25/97","DL-DE",195.58,122.27,1997-06-25,26.1,195.61
"Lamb"," CeeDee","WR","DAL",88,6,2,200,"4/8/99","WR-TE",187.96,90.91,1999-04-08,24.3,189.55
"Lamm"," Kendall","OT","MIA",70,6,5,310,"6/5/92","OL-G-C",195.58,140.91,1992-06-05,31.2,194.21
"Lammons"," Chris","DB","IND",NA,5,9,194,"1/31/96","DB-CB-S",175.26,88.18,1996-01-31,27.5,176.01
"Lancaster"," Tyler","NT","DEN",62,6,3,313,"11/4/94","DL-DE",190.5,142.27,1994-11-04,28.8,193.01
"Lance"," Trey","QB","SF",5,6,4,224,"5/9/00","QB",193.04,101.82,2000-05-09,23.3,193.55
"Land"," Isaiah","LB","DAL",NA,6,3,236,"2/5/00","LB",190.5,107.27,2000-02-05,23.5,191.7
"Landers"," Matt","WR","SEA",17,6,4,200,"6/16/99","WR-TE",193.04,90.91,1999-06-16,24.2,193.3
"Landman"," Nate","LB","ATL",53,6,3,235,"11/19/98","LB",190.5,106.82,1998-11-19,24.7,189
"Landry III"," Harold","LB","TEN",58,6,2,252,"6/5/96","LB",187.96,114.55,1996-06-05,27.2,187.72
"Lang"," Terrance","DL","LAC",69,6,4,282,"1/23/99","DL-DE",193.04,128.18,1999-01-23,24.6,195.01
"Langford"," Derrick","CB","NYJ",36,6,1,205,"8/20/99","DB-CB-S",185.42,93.18,1999-08-20,24,184.15
"Langi"," Harvey","LB","LV",56,6,2,252,"9/24/92","LB",187.96,114.55,1992-09-24,30.9,186.57
"LaPorta"," Sam","TE","DET",87,6,3,245,"1/12/01","WR-TE",190.5,111.36,2001-01-12,22.6,189.39
"Larsen"," Tyler","C","WAS",69,6,4,335,"7/8/91","OL-G-C",193.04,152.27,1991-07-08,32.1,192.33
"Lashley"," Scott","OT","NO",61,6,7,315,"7/13/98","OL-G-C",200.66,143.18,1998-07-13,25.1,199.87
"Lassiter II"," Kwamie","WR","CIN",18,5,11,185,"1/21/98","WR-TE",180.34,84.09,1998-01-21,25.6,183.08
"Lattimore"," Marshon","CB","NO",23,6,0,192,"5/19/96","DB-CB-S",182.88,87.27,1996-05-19,27.2,184.1
"Latu"," Cameron","TE","SF",81,6,5,244,"2/24/00","WR-TE",195.58,110.91,2000-02-24,23.5,195.47
"Laufenberg"," Nolan","G","WAS",74,6,3,312,"3/25/99","OL-G-C",190.5,141.82,1999-03-25,24.4,193.03
"Lawrence"," Demarcus","DE","DAL",90,6,3,265,"4/28/92","DL-DE",190.5,120.45,1992-04-28,31.3,192.16
"Lawrence"," Dexter","DL","NYG",97,6,4,342,"11/12/97","DL-DE",193.04,155.45,1997-11-12,25.8,191.97
"Lawrence"," Rashard","DT","ARI",90,6,2,308,"8/27/98",NA,187.96,140,1998-08-27,25,187.46
"Lawrence"," Trevor","QB","JAC",16,6,6,220,"10/6/99","QB",198.12,100,1999-10-06,23.9,199.36
"Lawson"," Carl","DL","NYJ",58,6,2,265,"6/29/95","DL-DE",187.96,120.45,1995-06-29,28.1,188.48
"Lawson"," Shaq","DE","BUF",90,6,3,265,"6/17/94","DL-DE",190.5,120.45,1994-06-17,29.2,190.59
"Layne"," Raheem","S","LAC",41,5,11,192,"7/2/99","DB-CB-S",180.34,87.27,1999-07-02,24.1,182.58
"Lazard"," Allen","WR","NYJ",10,6,5,227,"12/11/95","WR-TE",195.58,103.18,1995-12-11,27.7,192.52
"Leal"," DeMarvin","DE","PIT",98,6,4,290,"7/1/00","DL-DE",193.04,131.82,2000-07-01,23.1,194.69
"Leatherwood"," Alex","OL","CHI",72,6,5,312,"1/5/99","OL-G-C",195.58,141.82,1999-01-05,24.6,194.48
"Leavitt"," Dallin","S","GB",6,5,10,195,"8/8/94","DB-CB-S",177.8,88.64,1994-08-08,29,177.17
"LeCounte III"," Richard","DB","LAR",26,5,11,196,"9/11/98","DB-CB-S",180.34,89.09,1998-09-11,24.9,182.58
"Ledbetter"," Jeremiah","DL","JAC",99,6,3,299,"6/2/94","DL-DE",190.5,135.91,1994-06-02,29.2,190.6
"Ledbetter"," Jonathan","DL","ARI",93,6,4,282,"9/12/97","DL-DE",193.04,128.18,1997-09-12,25.9,191.62
"Lee"," Ricky","OT","CAR",61,6,5,289,NA,"OL-G-C",195.58,131.36,NA,NA,198.64
"Leglue"," John","OT","TEN",72,6,7,310,"4/17/96","OL-G-C",200.66,140.91,1996-04-17,27.3,200.9
"Lemieux"," Shane","G","NYG",66,6,4,310,"5/12/97","OL-G-C",193.04,140.91,1997-05-12,26.3,194.33
"Leno Jr."," Charles","OT","WAS",72,6,3,302,"10/9/91","OL-G-C",190.5,137.27,1991-10-09,31.8,185.96
"Lenoir"," Deommodore","DB","SF",2,5,10,200,"10/6/99","DB-CB-S",177.8,90.91,1999-10-06,23.9,177.75
"Leo"," Matt","DE","PHI",66,6,7,280,"5/8/92","DL-DE",200.66,127.27,1992-05-08,31.3,199.85
"Leo"," Titus","DE","IND",91,6,3,243,"8/26/99","DL-DE",190.5,110.45,1999-08-26,24,192.24
"Leonard"," Deane","DB","LAC",33,6,0,195,"11/20/99","DB-CB-S",182.88,88.64,1999-11-20,23.7,185.62
"Leonard"," Shaquille","LB","IND",53,6,2,230,"7/27/95","LB",187.96,104.55,1995-07-27,28,188.32
"Leota"," Eku","LB","CAR",46,6,3,252,"5/11/99","LB",190.5,114.55,1999-05-11,24.3,190.88
"Leverett"," Nick","G","TB",60,6,4,310,"1/11/97","OL-G-C",193.04,140.91,1997-01-11,26.6,193.27
"Levin"," Corey","C","TEN",62,6,4,307,"8/12/94","OL-G-C",193.04,139.55,1994-08-12,29,192.35
"Levis"," Will","QB","TEN",8,6,4,229,"6/27/99","QB",193.04,104.09,1999-06-27,24.1,190.6
"Lewan"," Jason","DL","GB",60,6,6,293,"10/15/98","DL-DE",198.12,133.18,1998-10-15,24.8,197.23
"Lewis"," Cam","CB","BUF",39,5,9,183,"4/13/97","DB-CB-S",175.26,83.18,1997-04-13,26.3,174.05
"Lewis"," Damien","G","SEA",68,6,2,327,"3/21/97","OL-G-C",187.96,148.64,1997-03-21,26.4,186.65
"Lewis"," Jourdan","CB","DAL",2,5,10,195,"8/31/95","DB-CB-S",177.8,88.64,1995-08-31,28,175.61
"Lewis"," Marcedes","TE","CHI",NA,6,6,267,"5/19/84","WR-TE",198.12,121.36,1984-05-19,39.2,198.25
"Lewis"," Terrell","LB","CHI",52,6,5,262,"8/25/98","LB",195.58,119.09,1998-08-25,25,198.15
"Lewis"," Tyquan","DE","IND",94,6,3,277,"1/30/95","DL-DE",190.5,125.91,1995-01-30,28.5,190.65
"Likely"," Isaiah","TE","BAL",80,6,4,241,"4/18/00","WR-TE",193.04,109.55,2000-04-18,23.3,192.27
"Linderbaum"," Tyler","C","BAL",64,6,2,305,"4/7/00","OL-G-C",187.96,138.64,2000-04-07,23.3,188.63
"Lindsey"," Tyjon","WR","SEA",81,5,8,171,"1/7/99","WR-TE",172.72,77.73,1999-01-07,24.6,171.14
"Lindstrom"," Alec","C","DAL",65,6,3,296,"7/7/98","OL-G-C",190.5,134.55,1998-07-07,25.1,189.72
"Lindstrom"," Chris","G","ATL",63,6,3,307,"2/28/97","OL-G-C",190.5,139.55,1997-02-28,26.5,190
